Landscape,Site,Date,Transect,Plot.ID,Time,Local.Name,English.Name,Scientific.Name,Taxon.Rank,Indv,Distance,Observation.Type
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P7,16.23 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,NDA_3582,12.23 WIB,Olive-backed Sunbird,Burung-madu sriganti,Cinnyris jugularis,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,11.35 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,11.37 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,13.15 WIB,Olive-winged Bulbul,Merbah belukar,Pycnonotus plumosus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,13.25 WIB,Orange-bellied Flowerpecker,Cabai bunga-api,Dicaeum trigonostigma,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,13.37 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,14.20 WIB,Grey-capped Emerald Dove,Delimukan zamrud,Chalcophaps indica,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,14.37 WIB,Bold-striped Tit-babbler,Ciung-air coreng,Mixornis bornensis,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,14.45 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,15.07 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,15.37 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,15.49 WIB,Oriental Dwarf-kingfisher,Udang Punggung api,Ceyx erithaca,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,16. 15 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,1,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,16.49 WIB,Oriental Paradise-flycatcher,Seriwang Asia,Terpsiphone affinis,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,17.00 WIB,Black-sided Flowerpecker,Cabai-punggul hitam,Dicaeum monticolum,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Apr-23,GR-BL,GR-BL-CAMP_SUNGAI,17.15 WIB,Plaintive Cuckoo,Wiwik kelabu,Cacomantis merulinus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P1,06.15 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P1,06.18 WIB,Ruby-cheeked Sunbird,Burung-madu belukar,Chalcoparia singalensis,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P1,06.23 WIB,Orange-bellied Flowerpecker,Cabai bunga-api,Dicaeum trigonostigma,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P1,06.39 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P1,06.42 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,2,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P1,06.57 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.15 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.18 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.30 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.31 WIB,Asian Fairy-bluebird,Kacembang gadung,Irena puella,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.35 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.36 WIB,Olive-backed Sunbird,Burung-madu sriganti,Cinnyris jugularis,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P2,07.36 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,07.55 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.06 WIB,Bold-striped Tit-babbler,Ciung-air coreng,Mixornis bornensis,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.10 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.12 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.13 WIB,Orange-bellied Flowerpecker,Cabai-bunga api,Dicaeum trigonostigma,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.15 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.20 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P3,08.23 WIB,Brown fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P4,08.49 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P4,08.51 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P4,09.10 WIB,Ruby-cheeked Sunbird,Burung-madu belukar,Chalcoparia singalensis,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P4,09.13 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P5,09.40 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P5,09.56 WIB,Orange-bellied Flowerpecker,Cabai-bunga api,Dicaeum trigonostigma,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P5,10.08 WIB,Olive-backed Sunbird,Burung-madu sriganti,Cinnyris jugularis,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P5,10.09 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P6,10.32 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P6,10.45 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P6,10.46 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,5,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P6,10.52 WIB,Black Eagle,Elang Hitam,Ictinaetus malaiensis,spesies,1,3,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,11.55 WIB,Greater Green Leafbird,Chloropsis sonnerati,Chloropsis sonnerati,spesies,1,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,12.02 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,12.24 WIB,Bold-striped Tit-babbler,Ciung-air coreng,Mixornis bornensis,spesies,1,3,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,12.29 WIB,Puff-backed Bulbul,Cucak Rumbai-tungging,Euptilotus eutilotus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,12.30 WIB,Helmeted Hornbill,Enggang Gading,Rhinoplax vigil,spesies,1,20,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.06 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.08 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.09 WIB,Orange-bellied Flowerpecker,Cabai bunga-api,Dicaeum trigonostigma,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.15 WIB,Crested Serpent-eagle,Elang-ular bido,Spilornis cheela,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.16 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.46 WIB,Oriental Dollarbird,Tiong-lampu biasa,Eurystomus orientalis,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,13.48 WIB,Yellow-crowned Barbet,Takur Topi-merah,Psilopogon henricii,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,14.00 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,14.22 WIB,Spectacled Bulbul,Merbah kacamata,Ixidia erythropthalmos,spesies,2,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,14.23 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,2,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,14.25 WIB,Finsch's Bulbul,Empuloh Leher-kuning,Iole finschii,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,15.25 WIB,Black Hornbill,Kengkareng hitam,Anthracoceros malayanus,spesies,5,20,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-May-23,GR-BL,GR-BL-P7,16.45 WIB,Rhinoceros Hornbill,Rangkong badak,Buceros rhinoceros,spesies,3,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.05 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.08 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.15 WIB,Orange-bellied Flowerpecker,Cabai bunga-api,Dicaeum trigonostigma,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.20 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.27 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.40 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.45 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,07.52 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,08.03 WIB,Asian Fairy-bluebird,Kacembang gadung,Irena puella,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P1,08.05 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P2,10.25 WIB,Finsch's Bulbul,Empuloh Leher-kuning,Iole finschii,spesies,2,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P2,10.33 WIB,Black-eared Barbet,Takur telinga hitam,Harpactes duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P2,10.35 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P2,10.45 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P3,11.03 WIB,Red-billed Malkoha,Kadalan kembang,Zanclostomus javanicus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P3,11.15 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P3,11.23 WIB,Ruby-cheeked Sunbird,Burung-madu belukar,Chalcoparia singalensis,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P3,11.27 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.34 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.36 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.38 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.39 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.40 WIB,Puff-backed Bulbul,Cucak Rumbai-tungging,Euptilotus eutilotus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.43 WIB,Great Argus,Kuau raja,Argusianus argus,spesies,1,20,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P4,11.45 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P5,12.05 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P5,12.13 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P5,12.15 WIB,Puff-backed Bulbul,Cucak Rumbai-tungging,Euptilotus eutilotus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P5,12.24 WIB,Asian Fairy-bluebird,Kacembang gadung,Irena puella,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P5,12.30 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P6,12.42 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P6,12.50 WIB,Spectacled Bulbul,Merbah kacamata,Ixidia erythropthalmos,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P6,12.53 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P6,12.57 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P6,13.10 WIB,Orange-bellied Flowerpecker,Cabai bunga-api,Dicaeum trigonostigma,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P6,13.15 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,13.46 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,14.27 WIB,Chestnut-crested Yuhina,Yuhina kalimantan,Staphida everetti/Yuhina everetti,spesies,5,3,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,14.35 WIB,Spectacled Bulbul,Merbah kacamata,Ixidia erythropthalmos,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,14.56 WIB,Rhinoceros Hornbill,Rangkong badak,Buceros rhinoceros,spesies,1,20,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,15.17 WIB,Yellow-crowned Barbet,Takur Topi-merah,Psilopogon henricii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,15.28 WIB,Bold-striped Tit-babbler,Ciung-air coreng,Mixornis bornensis,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,15.43 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,3,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,15.47 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,16.15 WIB,Crested Serpent-eagle,Elang-ular bido,Spilornis cheela,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jun-23,GR-BL,GR-BL-P7,16.36 WIB,Puff-backed Bulbul,Cucak Rumbai-tungging,Euptilotus eutilotus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P1,07.00 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P1,07.03 WIB,Garnet Pitta,Paok delima,Erythropitta granatina,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P1,07.06 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P1,07.11 WIB,Oriental Dwarf-kingfisher,Udang Punggung api,Ceyx erithaca,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P1,07.16 WIB,Black Hornbill,Kengkareng hitam,Anthracoceros malayanus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P1,07.20 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P2,07.35 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P2,07.38 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P2,07.42 WIB,Black-capped Babbler,Pelanduk topi-hitam,Pellorneum nigrocapitatum,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P2,07.49 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P2,08.05 WIB,Orange-bellied Flowerpecker,Cabai bunga-api,Dicaeum trigonostigma,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P2,08.15 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.23 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.30 WIB,Puff-backed Bulbul,Cucak Rumbai-tungging,Euptilotus eutilotus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.32 WIB,Brown fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.37 WIB,Spectacled Bulbul,Merbah kacamata,Ixidia erythropthalmos,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.45 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.46 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.48 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,1,20,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.49 WIB,Raffles's Malkoha,Kadalan selaya,Rhinortha chlorophaea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P3,09.50 WIB,Rufous-collared Kingfisher,Cekakak-hutan melayu,Actenoides concretus,spesies,1,3,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P4,10.25 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jul-23,GR-BL,GR-BL-P4,10.30 WIB,Great Argus,Kuau raja,Argusianus argus,spesies,1,20,VES
